,open,close,high,low,ma5,ma10,ma20,rolling_low,stop_loss,earnings,ma5_up_10,ma5_crossdown_20,ma_cross_earnings
712,2611.58,2614.99,2626.54,2598.51,2558.5,2560.9,2587.675,2023.172,2350.422,-261.158,,,
713,2526.97,2610.17,2610.17,2526.831,2542.3,2561.35,2587.45,2023.172,2274.273,-252.697,,,
714,2507.4,2525.1,2532.07,2491.85,2525.8,2565.4,2592.075,2023.172,2256.66,-250.74,,,
715,2526.081,2502.49,2544.621,2499.831,2532,2575.15,2600.1,2023.172,2273.4729,-252.6081,,,
716,2533.721,2539.871,2600.091,2504.461,2549.9,2579.5,2611.85,2023.172,2280.3489,-253.3721,,,
717,2517.751,2534.271,2546.701,2514.461,2563.3,2592.35,2623.45,2023.172,2265.9759,-251.7751,,,
718,2551.731,2527.491,2556.771,2515.061,2580.4,2606.3,2634.725,2023.172,2296.5579,-255.1731,,,
719,2590.391,2555.621,2619.511,2530.251,2605,2613,2647.15,2023.172,2331.3519,-259.0391,True,,-259.03909999999996
720,2600.281,2592.371,2611.651,2574.17,2618.3,2614.15,2657.925,2023.172,2340.2529,-260.0281,,,
721,2622.68,2606.93,2632.62,2601.96,2609.1,2615.45,2665.725,2023.172,2360.412,-262.268,,,
722,2639.781,2619.48,2658.97,2592.871,2621.4,2614.45,2672.55,2023.172,2375.8029,-263.9781,,,
723,2634.87,2650.2,2658.14,2620.43,2632.2,2613.55,2675.925,2023.172,2371.383,-263.487,True,,-263.4870000000001
724,2547.89,2622.81,2623.17,2541.77,2621,2618.75,2677.825,2023.172,2293.101,-254.789,,,
725,2619.42,2545.72,2619.57,2528.69,2610,2625.05,2680.5,2023.172,2357.478,-261.942,,,
726,2671.84,2668.84,2680.85,2627.0,2621.8,2644.2,2685.8,2023.172,2404.656,-267.184,,,
727,2611.94,2673.33,2673.71,2594.0,2607.5,2654.55,2680.95,2023.172,2350.746,-261.194,,,
728,2576.051,2594.68,2615.25,2569.381,2594.9,2663.15,2676.425,2023.172,2318.4459,-257.6051,,,
729,2587.381,2567.601,2631.091,2564.671,2616.5,2681.3,2677.05,2023.172,2328.6429,-258.7381,,,
730,2607.151,2604.961,2628.701,2590.791,2640.1,2701.7,2678.525,2023.172,2346.4359,-260.7151,,True,
731,2607.651,2596.601,2618.481,2591.151,2666.6,2716,2678.825,2023.172,2346.8859,-260.7651,,,
732,2675.74,2610.551,2675.74,2584.76,2701.6,2730.65,2678.75,2023.172,2408.166,-267.574,,,
733,2686.09,2702.64,2703.1,2665.23,2731.4,2738.3,2675.85,2023.172,2417.481,-268.609,,,
734,2735.04,2685.61,2740.74,2674.34,2746.1,2736.9,2669.6,2023.172,2461.536,-273.504,,,
735,2784.06,2737.47,2787.74,2731.51,2763.3,2735.95,2665.1,2023.172,2505.654,-278.406,,,
736,2755.65,2771.73,2791.3,2747.95,2765.4,2727.4,2657.125,2023.172,2480.085,-275.565,,,
737,2771.53,2759.87,2775.97,2722.87,2759.7,2707.35,2642.675,2023.172,2494.377,-277.153,,,
738,2771.91,2775.84,2787.46,2765.74,2745.2,2689.7,2631.225,2023.172,2494.719,-277.191,,,
739,2727.93,2771.68,2779.95,2725.36,2727.7,2672.8,2618.75,2023.172,2455.137,-272.793,,,
740,2753.69,2748.03,2768.5,2731.08,2708.6,2655.35,2606.425,2023.172,2478.321,-275.369,,,
741,2677.19,2743.32,2744.32,2671.27,2689.4,2641.65,2595.825,2023.172,2409.471,-267.719,,,
742,2690.95,2686.88,2696.88,2671.33,2655,2626.85,2584.875,2023.172,2421.855,-269.095,,,
743,2678.43,2688.71,2689.68,2662.06,2634.2,2613.4,2576.675,2023.172,2410.587,-267.843,,,
744,2655.38,2675.87,2685.53,2646.15,2617.9,2602.3,2566.25,2023.172,2389.842,-265.538,,,
745,2577.27,2651.86,2651.97,2577.27,2602.1,2594.25,2554.675,2023.172,2319.543,-257.727,,,
746,2580.88,2571.67,2591.51,2567.11,2593.9,2586.85,2544.975,2023.172,2322.792,-258.088,,,
747,2606.43,2582.75,2663.4,2564.21,2598.7,2578,2538.8,2023.172,2345.787,-260.643,,,
748,2588.2,2607.46,2611.41,2576.36,2592.6,2572.75,2528.725,2023.172,2329.38,-258.82,,,
749,2610.39,2596.9,2620.02,2578.18,2586.7,2564.7,2516.975,2023.172,2349.351,-261.039,,,
750,2605.65,2610.9,2611.2,2582.65,2586.4,2557.5,2506.35,2023.172,2345.085,-260.565,,,
751,2568.69,2595.44,2607.45,2553.45,2579.8,2550,2494.375,2023.172,2311.821,-256.869,,,
752,2570.71,2552.76,2575.06,2539.67,2557.3,2542.9,2483,2023.172,2313.639,-257.071,,,
753,2591.37,2577.09,2600.09,2540.52,2552.9,2539.95,2473.7,2023.172,2332.233,-259.137,,,
754,2579.13,2595.86,2605.41,2576.92,2542.7,2530.2,2462.625,2023.172,2321.217,-257.913,,,
755,2474.18,2577.73,2583.63,2474.0,2528.6,2515.1,2444.975,2023.172,2226.762,-247.418,,,
756,2533.5,2483.23,2539.79,2473.7,2520.2,2503.1,2429.475,2023.172,2280.15,-253.35,,,
757,2525.59,2530.57,2553.35,2513.73,2528.5,2499.6,2418.25,2023.172,2273.031,-252.559,,,
758,2518.1,2526.13,2534.24,2504.3,2527,2484.7,2405.275,2023.172,2266.29,-251.81,,,
759,2534.65,2525.33,2540.51,2502.49,2517.7,2469.25,2391.3,2023.172,2281.185,-253.465,,,
760,2518.05,2535.99,2545.97,2511.6,2501.6,2455.2,2375.225,2023.172,2266.245,-251.805,,,
761,2551.81,2524.41,2558.53,2498.89,2486,2438.75,2358.8,2023.172,2296.629,-255.181,,,
762,2485.56,2522.95,2522.95,2485.56,2470.7,2423.1,2339.15,2023.172,2237.004,-248.556,,,
763,2448.08,2480.05,2481.59,2444.38,2442.4,2407.45,2318.45,2023.172,2203.272,-244.808,,,
764,2464.78,2444.59,2479.79,2443.68,2420.8,2395.05,2301.425,2023.172,2218.302,-246.478,,,
765,2445.99,2457.62,2458.01,2441.64,2408.8,2374.85,2285,2023.172,2201.391,-244.599,,,
766,2373.88,2448.4,2459.3,2365.41,2391.5,2355.85,2268.55,2023.172,2136.492,-237.388,,,
767,2368.01,2381.22,2396.73,2367.041,2375.5,2336.9,2253.675,2023.172,2131.209,-236.801,,,
768,2386.38,2372.0,2414.22,2365.03,2372.5,2325.85,2243.4,2023.172,2147.742,-238.638,,,
769,2361.32,2384.82,2391.92,2346.55,2369.3,2313.35,2234.425,2023.172,2125.188,-236.132,,,
770,2362.8,2371.11,2387.14,2358.03,2340.9,2295.25,2224.075,2023.172,2126.52,-236.28,,,
771,2361.1,2368.12,2398.63,2347.08,2320.2,2278.85,2215.25,2023.172,2124.99,-236.11,,,
772,2359.2,2366.7,2380.0,2358.66,2298.3,2255.2,2205.1,2023.172,2123.28,-235.92,,,
773,2245.64,2355.87,2357.11,2245.64,2279.2,2229.45,2195.525,2023.172,2021.076,205.922,,,
774,2260.6,2242.64,2266.72,2242.56,2257.4,2207.8,2186.575,2023.172,2034.54,-226.06,,,
775,2257.73,2267.77,2273.21,2247.95,2249.6,2195.15,2184.125,2023.172,2031.957,-225.773,,,
776,2263.21,2258.5,2274.99,2254.3,2237.5,2181.25,2181.9,2023.172,2036.889,-226.321,,,
777,2254.92,2271.05,2276.281,2250.44,2212.1,2170.45,2179.575,2023.172,2029.428,-225.492,,,
778,2203.89,2246.76,2250.53,2198.11,2179.7,2160.95,2178.625,2023.172,1983.501,255.193,True,,255.1930000000002
779,2205.61,2203.6,2216.98,2191.23,2158.2,2155.5,2178.325,2023.172,1985.049,269.713,,,
780,2128.39,2207.88,2219.09,2126.79,2140.7,2152.9,2180.425,2023.172,1915.551,343.882,,,
781,2104.93,2131.47,2135.66,2102.14,2125,2151.65,2184.425,2023.172,1894.437,337.433,,,
782,2136.7,2108.85,2152.61,2108.15,2128.8,2155,2192.45,2023.172,1923.03,318.943,,,
783,2114.24,2139.66,2142.861,2109.96,2142.2,2161.6,2202.1,2023.172,1902.816,318.703,,,
784,2128.801,2115.68,2140.881,2114.48,2152.8,2165.35,2210.45,2023.172,1915.9209,277.622,,,
785,2142.501,2129.161,2144.801,2126.031,2165.1,2173.1,2219.55,2023.172,1928.2509,263.712,,,
786,2168.591,2150.641,2173.461,2150.22,2178.3,2182.55,2225.85,2023.172,1951.7319,213.632,,,
787,2187.24,2175.601,2191.361,2172.101,2181.2,2188.7,2230.325,2023.172,1968.516,235.393,,,
788,2184.41,2192.68,2202.47,2179.73,2181,2196.3,2233.3,2023.172,1965.969,256.423,,,
789,2181.18,2177.55,2185.58,2169.66,2177.9,2201.15,2236.075,2023.172,1963.062,289.543,,,
790,2165.41,2194.9,2195.46,2151.38,2181.1,2207.95,2241.775,2023.172,1948.869,276.113,,,
791,2180.21,2164.88,2184.33,2163.53,2186.8,2217.2,2247.4,2023.172,1962.189,245.833,,,
792,2175.18,2174.99,2176.49,2149.54,2196.2,2229.9,2254.75,2023.172,1957.662,305.633,,,
793,2189.51,2177.24,2191.61,2162.98,2211.6,2242.6,2263.1,2023.172,1970.559,311.573,,,
794,2210.75,2193.62,2220.99,2193.52,2224.4,2255.55,2270.85,2023.172,1989.675,291.793,,,
795,2213.09,2223.11,2225.12,2206.0,2234.8,2266,2278,2023.172,1991.781,267.383,,,
796,2250.84,2212.44,2250.84,2208.72,2247.6,2269.15,2281.85,2023.172,2025.756,-225.084,,,
797,2242.96,2251.85,2254.7,2232.74,2263.6,2271.95,2286.175,2023.172,2018.664,203.493,,,
798,2241.76,2240.92,2252.2,2235.23,2273.6,2270.3,2288.3,2023.172,2017.584,132.503,,True,
799,2269.58,2245.41,2275.4,2245.4,2286.7,2271,2291.475,2023.172,2042.622,-226.958,,,
800,2288.76,2287.5,2300.89,2277.02,2297.2,2275.6,2294.325,2023.172,2059.884,-228.876,,,
801,2301.98,2292.21,2304.05,2260.51,2290.7,2277.6,2296.175,2023.172,2071.782,-230.198,True,,-230.19799999999987
802,2302.74,2301.88,2318.23,2290.14,2280.3,2279.6,2297.575,2023.172,2072.466,-230.274,,,
803,2297.9,2306.77,2309.67,2284.72,2267,2283.6,2295.975,2023.172,2068.11,-229.79,,,
804,2256.61,2297.88,2305.63,2256.41,2255.3,2286.15,2295.3,2023.172,2030.949,-225.661,,,
805,2241.43,2254.82,2256.1,2233.68,2254,2290,2293,2023.172,2017.287,97.133,,,
806,2236.32,2239.88,2257.95,2231.78,2264.5,2294.55,2289.5,2023.172,2012.688,89.783,,True,
807,2241.8,2235.85,2248.14,2227.65,2278.9,2300.4,2288,2023.172,2017.62,91.003,,,
808,2291.31,2247.91,2293.18,2237.06,2300.2,2306.3,2287,2023.172,2062.179,-229.131,,,
809,2306.73,2291.24,2322.92,2288.6,2317,2311.95,2284.55,2023.172,2076.057,-230.673,,,
810,2303.4,2307.78,2321.43,2302.17,2326,2313.05,2279.775,2023.172,2073.06,-230.34,,,
811,2340.89,2312.08,2344.04,2309.25,2324.6,2314.75,2276.7,2023.172,2106.801,-234.089,,,
812,2320.47,2341.59,2347.9,2315.9,2321.9,2315.55,2272.875,2023.172,2088.423,-232.047,,,
813,2335.11,2332.47,2342.53,2328.73,2312.4,2308.35,2268.7,2023.172,2101.599,-233.511,,,
814,2307.49,2336.08,2341.12,2305.88,2306.9,2304.45,2267.875,2023.172,2076.741,-230.749,,,
815,2307.36,2300.8,2312.17,2280.82,2300.1,2296,2265.975,2023.172,2076.624,-230.736,,,
816,2293.24,2298.16,2315.45,2287.59,2304.9,2284.45,2266.95,2023.172,2063.916,-229.324,,,
817,2306.01,2294.86,2307.88,2278.46,2309.2,2275.6,2267.625,2023.172,2075.409,-230.601,,,
818,2311.28,2304.53,2332.15,2287.01,2304.3,2267.7,2269.25,2023.172,2080.152,-231.128,,,
819,2315.9,2302.53,2321.35,2300.93,2302,2257.15,2269.875,2023.172,2084.31,-231.59,,,
820,2314.59,2324.12,2325.75,2304.61,2291.9,2246.5,2265.65,2023.172,2083.131,-231.459,,,
821,2281.75,2320.16,2327.73,2281.75,2264,2238.65,2259.4,2023.172,2053.575,-228.175,,,
822,2291.96,2270.05,2305.18,2258.11,2242,2230.2,2253.625,2023.172,2062.764,-229.196,True,,-229.1959999999999
823,2235.06,2293.11,2297.03,2234.32,2231.1,2229.05,2251.55,2023.172,2011.554,14.922,,,
824,2186.0,2251.72,2266.3,2185.77,2212.3,2231.3,2247.15,2023.172,1967.4,77.502,,,
825,2208.91,2184.89,2216.82,2181.08,2201.1,2235.95,2245.1,2023.172,1988.019,-2.908,,,
826,2209.98,2210.15,2225.33,2202.38,2213.3,2249.45,2246.6,2023.172,1988.982,1.772,,,
827,2183.97,2215.52,2225.8,2172.88,2218.4,2259.65,2248.025,2023.172,1965.573,0.0420000000004,,,
828,2190.33,2199.06,2217.47,2186.53,2227,2270.8,2248.65,2023.172,1971.297,14.753,,True,
829,2236.19,2195.95,2236.19,2194.22,2250.3,2282.6,2252.5,2023.172,2012.571,-9.758,,,
830,2237.22,2246.24,2249.24,2229.49,2270.8,2284.8,2257.8,2023.172,2013.498,18.002,,,
831,2249.43,2235.24,2253.14,2228.04,2285.6,2280.15,2260.275,2023.172,2024.487,-224.943,,,
832,2312.05,2258.71,2314.99,2258.18,2300.9,2277.05,2264.175,2023.172,2080.845,-231.205,,,
833,2324.01,2315.54,2332.42,2298.83,2314.6,2274.05,2266.35,2023.172,2091.609,-232.401,,,
834,2316.68,2298.46,2325.53,2298.37,2314.9,2263,2266.25,2023.172,2085.012,-231.668,,,
835,2325.93,2320.07,2337.2,2298.3,2298.8,2254.25,2267.3,2023.172,2093.337,-232.593,,,
836,2316.53,2311.89,2316.53,2294.82,2274.7,2243.75,2267.9,2023.172,2084.877,-231.653,,,
837,2320.56,2326.67,2334.5,2313.57,2253.2,2236.4,2270.15,2023.172,2088.504,-232.056,True,,-232.05600000000004
838,2233.91,2317.18,2341.52,2233.91,2233.5,2226.5,2271.4,2023.172,2010.519,55.852,,,
839,2204.44,2217.82,2218.68,2199.86,2211.1,2222.4,2275.525,2023.172,1983.996,114.582,,,
840,2199.743,2199.883,2209.543,2186.963,2209.7,2230.8,2285.2,2023.172,1979.7687,32.419,,,
841,2231.723,2204.413,2234.883,2199.513,2212.8,2240.4,2294.725,2023.172,2008.5507,-68.621,,,
842,2201.123,2228.373,2236.563,2197.713,2219.6,2251.3,2303.95,2023.172,1981.0107,-40.421,,,
843,2205.573,2204.873,2218.873,2203.123,2219.5,2258.65,2311.8,2023.172,1985.0157,-11.151,,,
844,2204.513,2211.373,2223.203,2188.723,2233.7,2269.5,2319.225,2023.172,1984.0617,22.839,,,
845,2230.203,2214.813,2240.113,2214.433,2251.9,2280.35,2325.425,2023.172,2007.1827,-43.021,,,
846,2226.903,2238.413,2250.603,2222.003,2268,2292.05,2332.6,2023.172,2004.2127,-15.861,,,
847,2268.493,2228.203,2268.493,2228.153,2283,2303.9,2337.325,2023.172,2041.6437,-226.8493,,,
848,2295.683,2275.683,2299.303,2274.573,2297.8,2316.3,2342.725,2023.172,2066.1147,-229.5683,,,
849,2298.183,2302.203,2311.653,2285.373,2305.3,2328.65,2346.375,2023.172,2068.3647,-229.8183,,,
850,2315.143,2295.593,2317.373,2285.753,2308.8,2339.6,2348.65,2023.172,2083.6287,-231.5143,,,
851,2301.933,2313.703,2327.383,2296.553,2316.1,2349.05,2351.875,2023.172,2071.7397,-230.1933,,,
852,2294.903,2301.793,2307.413,2279.953,2324.8,2356.6,2355,2102.14,2065.4127,-148.851,,,
853,2318.433,2313.483,2322.893,2295.163,2334.8,2364.95,2358.175,2102.14,2086.5897,-10.361,,True,
854,2327.913,2319.673,2335.403,2317.063,2352,2368.95,2362.425,2102.14,2095.1217,-44.761,,,
855,2350.023,2331.623,2350.023,2330.153,2370.4,2370.5,2367.675,2102.14,2115.0207,-235.0023,,,
856,2352.663,2357.023,2357.853,2324.913,2382,2373.15,2371.775,2102.14,2117.3967,-235.2663,,,
857,2394.503,2351.933,2394.503,2350.813,2388.4,2370.75,2374.65,2102.14,2155.0527,-239.4503,,,
858,2409.943,2399.753,2413.423,2395.913,2395.1,2369.15,2377.025,2102.14,2168.9487,-240.9943,,,
859,2388.433,2411.703,2412.143,2378.853,2385.9,2364.1,2379.575,2102.14,2149.5897,-238.8433,,,
860,2390.963,2389.793,2405.183,2382.823,2370.6,2357.7,2381.475,2102.14,2151.8667,-239.0963,True,,-239.0962999999997
861,2383.262,2388.873,2390.782,2379.452,2364.3,2354.7,2383.25,2102.14,2144.9358,-238.3262,,,
862,2350.123,2385.613,2388.363,2348.123,2353.1,2353.4,2384.125,2102.14,2115.1107,-235.0123,,,
863,2340.253,2353.743,2354.163,2329.933,2343.2,2351.4,2385.65,2102.14,2106.2277,-234.0253,,,
864,2354.073,2334.883,2358.563,2325.613,2342.3,2355.9,2391.625,2102.14,2118.6657,-235.4073,,,
865,2332.133,2358.653,2371.123,2331.953,2344.8,2364.85,2396.375,2102.14,2098.9197,273.839,,,
866,2336.883,2332.923,2350.073,2329.503,2345.1,2370.4,2401.7,2102.14,2103.1947,-233.6883,,,
867,2350.782,2335.792,2367.032,2334.002,2353.7,2378.55,2408.5,2102.14,2115.7038,-235.0782,,,
868,2353.943,2349.113,2364.983,2341.293,2359.6,2384.9,2414.95,2102.14,2118.5487,-235.3943,,,
869,2360.133,2347.493,2374.873,2344.703,2369.5,2395.05,2420.575,2102.14,2124.1197,-236.0133,,,
870,2368.383,2360.083,2381.042,2357.473,2384.9,2405.25,2424.5,2102.14,2131.5447,-236.8383,,,
871,2353.223,2375.993,2392.353,2352.803,2395.7,2411.8,2428.85,2102.14,2117.9007,-235.3223,,,
872,2379.893,2365.433,2379.893,2357.513,2403.4,2414.85,2432.8,2102.14,2141.9037,-237.9893,,,
873,2415.713,2398.463,2423.803,2392.183,2410.2,2419.9,2437.35,2102.14,2174.1417,-241.5713,,,
874,2407.443,2424.323,2444.063,2401.293,2420.6,2427.35,2443.05,2102.14,2166.6987,-240.7443,,,
875,2412.063,2414.333,2420.783,2373.653,2425.6,2427.9,2449.45,2102.14,2170.8567,-241.2063,,,
876,2391.903,2414.203,2421.933,2391.282,2427.9,2433,2456.675,2102.14,2152.7127,-239.1903,,,
877,2452.603,2399.733,2452.603,2399.613,2426.3,2438.45,2465,2102.14,2207.3427,-245.2603,,,
878,2441.013,2450.633,2467.993,2438.983,2429.6,2445,2473.425,2102.14,2196.9117,-244.1013,,,
879,2420.043,2449.183,2460.563,2404.583,2434.1,2446.1,2478.925,2102.14,2178.0387,-242.0043,,,
880,2402.183,2425.573,2427.793,2402.153,2430.2,2443.75,2485.5,2102.14,2161.9647,-240.2183,,,
881,2411.003,2406.713,2426.533,2402.373,2438.1,2445.9,2491.225,2102.14,2169.9027,-241.1003,,,
882,2455.893,2416.043,2470.213,2414.953,2450.6,2450.75,2498.8,2102.14,2210.3037,-245.5893,True,,-245.5893000000001
883,2435.063,2472.613,2477.233,2420.363,2460.4,2454.8,2504.225,2102.14,2191.5567,-243.5063,,,
884,2450.303,2430.373,2450.303,2420.003,2458.1,2458.75,2507.7,2102.14,2205.2727,-245.0303,,,
885,2474.533,2464.923,2481.343,2456.003,2457.3,2471,2514.05,2102.14,2227.0797,-247.4533,,,
886,2464.853,2468.723,2490.553,2457.453,2453.7,2480.35,2518.75,2102.14,2218.3677,-246.4853,,,
887,2473.543,2465.243,2473.973,2452.993,2450.9,2491.55,2523.25,2102.14,2226.1887,-247.3543,,,
888,2418.863,2461.613,2462.813,2417.493,2449.2,2501.85,2531.65,2102.14,2176.9767,-241.8863,,,
889,2451.663,2425.733,2459.193,2425.243,2459.4,2511.75,2540.175,2102.14,2206.4967,-245.1663,,,
890,2452.673,2447.203,2470.763,2444.343,2484.7,2527.25,2551,2102.14,2207.4057,-245.2673,,,
891,2442.563,2454.923,2465.123,2434.643,2507,2536.55,2561.175,2102.14,2198.3067,-244.2563,,,
892,2501.163,2456.523,2501.163,2455.013,2532.2,2546.85,2569.175,2102.14,2251.0467,-250.1163,,,
893,2547.053,2512.193,2547.053,2502.423,2554.5,2553.65,2575,2102.14,2292.3477,-254.7053,,,
894,2563.643,2552.613,2570.663,2549.443,2564.1,2556.65,2579.125,2102.14,2307.2787,-256.3643,,,
895,2577.363,2558.623,2577.363,2556.103,2569.8,2557.1,2582.35,2102.14,2319.6267,-257.7363,,,
896,2576.633,2581.213,2593.223,2572.993,2566.1,2557.15,2585.8,2102.14,2318.9697,-257.6633,True,,-257.6632999999997
897,2565.193,2568.053,2580.173,2538.573,2561.5,2554.95,2586.125,2102.14,2308.6737,-256.5193,,,
898,2573.333,2560.423,2584.713,2558.563,2552.8,2561.45,2586.425,2102.14,2315.9997,-257.3333,,,
899,2546.793,2580.643,2581.123,2539.633,2549.2,2568.6,2589.1,2102.14,2292.1137,-254.6793,,,
900,2543.763,2540.183,2553.923,2529.953,2544.4,2574.75,2588.775,2102.14,2289.3867,-254.3763,,,
901,2529.603,2558.263,2565.433,2523.773,2548.2,2585.8,2592.65,2102.14,2276.6427,-252.9603,,,
902,2558.843,2524.333,2559.133,2520.413,2548.4,2591.5,2595.525,2102.14,2302.9587,-255.8843,,,
903,2579.433,2542.183,2584.043,2536.263,2570.1,2596.35,2601.125,2102.14,2321.4897,-257.9433,,,
904,2564.233,2557.403,2573.743,2547.333,2588,2601.6,2606.875,2102.14,2307.8097,-256.4233,,True,
905,2565.193,2558.843,2573.893,2548.763,2605.1,2607.6,2611.9,2102.14,2308.6737,-256.5193,,,
906,2598.733,2559.033,2608.323,2558.923,2623.4,2614.45,2619.4,2102.14,2338.8597,-259.8733,,,
907,2633.603,2633.003,2653.863,2623.293,2634.6,2617.3,2627.35,2102.14,2370.2427,-263.3603,,,
908,2623.163,2632.043,2645.593,2617.233,2622.6,2611.4,2631.475,2102.14,2360.8467,-262.3163,,,
909,2646.374,2642.263,2655.164,2636.523,2615.2,2609.6,2634.475,2102.14,2381.7366,-264.6374,,,
910,2615.154,2650.854,2658.254,2612.563,2610.1,2602.8,2636.525,2102.14,2353.6386,-261.5154,,,
911,2562.604,2614.694,2614.854,2545.344,2605.5,2599.5,2635.3,2102.14,2306.3436,-256.2604,True,,-256.2604000000001
912,2595.263,2573.104,2602.173,2565.653,2600,2599.55,2636.125,2102.14,2335.7367,-259.5263,,,
913,2613.104,2595.263,2630.414,2588.214,2600.2,2605.9,2638.775,2102.14,2351.7936,-261.3104,,,
914,2621.793,2616.874,2635.783,2598.293,2604,2612.15,2639.275,2102.14,2359.6137,-262.1793,,,
915,2598.173,2627.533,2627.603,2597.603,2595.5,2616.2,2638.725,2102.14,2338.3557,-259.8173,,,
916,2572.373,2587.233,2604.223,2563.973,2593.5,2624.35,2638.675,2102.14,2315.1357,-257.2373,,,
917,2595.553,2573.983,2603.193,2567.303,2599.1,2637.4,2639.1,2102.14,2335.9977,-259.5553,,,
918,2577.963,2613.943,2619.593,2571.203,2611.6,2651.55,2640.4,2102.14,2320.1667,-257.7963,,True,
919,2610.163,2574.653,2612.633,2574.083,2620.3,2659.35,2636.8,2102.14,2349.1467,-261.0163,,,
920,2597.643,2617.373,2618.183,2591.603,2636.9,2670.25,2636.775,2102.14,2337.8787,-259.7643,,,
921,2653.813,2615.533,2656.283,2613.353,2655.2,2671.1,2634.925,2102.14,2388.4317,-265.3813,,,
922,2652.313,2636.923,2666.573,2636.523,2675.7,2672.7,2632.675,2102.14,2387.0817,-265.2313,,,
923,2657.873,2657.213,2667.683,2649.383,2691.5,2671.65,2626.85,2102.14,2392.0857,-265.7873,,,
924,2685.193,2657.513,2685.193,2655.323,2698.4,2666.4,2619.975,2102.14,2416.6737,-268.5193,,,
925,2717.413,2709.123,2717.833,2683.563,2703.6,2661.25,2611.85,2102.14,2445.6717,-271.7413,,,
926,2699.453,2717.783,2717.783,2694.323,2687,2653,2602.375,2102.14,2429.5077,-269.9453,,,
927,2689.623,2715.883,2716.033,2677.143,2669.7,2640.8,2592.125,2102.14,2420.6607,-268.9623,,,
928,2679.523,2691.523,2693.883,2675.813,2651.8,2629.25,2579.1,2102.14,2411.5707,-267.9523,,,
929,2660.673,2683.493,2697.953,2643.533,2634.4,2614.25,2566.65,2102.14,2394.6057,-266.0673,,,
930,2630.552,2626.163,2637.923,2623.603,2618.9,2603.3,2556.225,2102.14,2367.4968,-263.0552,,,
931,2632.722,2631.492,2643.772,2617.093,2619,2598.75,2552.275,2102.14,2369.4498,-263.2722,,,
932,2598.232,2625.992,2631.442,2593.333,2611.9,2592.65,2548.475,2102.14,2338.4088,-259.8232,,,
933,2594.802,2604.872,2640.302,2559.462,2606.7,2582.05,2544.825,2102.14,2335.3218,-259.4802,,,
934,2624.752,2606.042,2632.092,2599.112,2594.1,2573.55,2543.775,2102.14,2362.2768,-262.4752,,,
935,2591.512,2626.842,2627.382,2589.352,2587.7,2562.45,2542.85,2102.14,2332.3608,-259.1512,,,
936,2598.332,2596.062,2606.862,2585.302,2578.5,2551.75,2540.75,2102.14,2338.4988,-259.8332,,,
937,2550.912,2599.912,2602.112,2546.002,2573.4,2543.45,2542.45,2102.14,2295.8208,-255.0912,,,
938,2572.362,2541.882,2578.762,2541.542,2557.4,2528.95,2543.625,2102.14,2315.1258,-257.2362,,,
939,2564.232,2574.042,2586.202,2559.782,2553,2519.05,2545.8,2102.14,2307.8088,-256.4232,,,
940,2575.052,2580.452,2593.792,2570.042,2537.2,2509.15,2547.35,2102.14,2317.5468,-257.5052,,,
941,2522.832,2570.442,2570.842,2516.572,2525,2505.8,2552.4,2102.14,2270.5488,-252.2832,True,,-252.28319999999985
942,2494.522,2520.042,2541.132,2489.332,2513.5,2504.3,2556.575,2102.14,2245.0698,-249.4522,,,
943,2490.282,2519.792,2519.812,2459.352,2500.5,2507.6,2563.8,2102.14,2241.2538,-249.0282,,,
944,2510.532,2495.152,2518.382,2491.592,2485.1,2514,2569.575,2102.14,2259.4788,-251.0532,,,
945,2509.452,2519.832,2525.532,2502.702,2481.1,2523.25,2574.975,2102.14,2258.5068,-250.9452,,,
946,2449.212,2512.832,2517.392,2441.272,2486.6,2529.75,2580.075,2102.14,2204.2908,-244.9212,,,
947,2447.942,2454.902,2461.982,2438.492,2495.1,2541.45,2587.55,2102.14,2203.1478,-244.7942,,,
948,2463.692,2443.122,2476.482,2429.732,2514.7,2558.3,2598.8,2102.14,2217.3228,-246.3692,,,
949,2538.462,2474.902,2540.422,2471.032,2542.9,2572.55,2608.325,2102.14,2284.6158,-253.8462,,,
950,2565.552,2547.142,2571.902,2544.372,2565.4,2585.55,2616.275,2102.14,2308.9968,-256.5552,,,
951,2551.432,2555.442,2562.932,2540.702,2572.9,2599,2622.05,2102.14,2296.2888,-255.1432,,,
952,2575.332,2552.942,2578.832,2544.531,2587.8,2608.85,2627.1,2102.14,2317.7988,-257.5332,,,
953,2586.941,2583.751,2599.241,2570.451,2601.9,2620,2631.85,2102.14,2328.2469,-258.6941,,,
954,2597.382,2587.792,2613.271,2569.082,2602.2,2625.15,2632.95,2102.14,2337.6438,-259.7382,,,
955,2622.662,2584.452,2622.662,2584.022,2605.7,2626.7,2633.45,2102.14,2360.3958,-262.2662,,True,
956,2617.662,2630.012,2631.052,2598.632,2625.1,2630.4,2632.35,2102.14,2355.8958,-261.7662,,,
957,2591.802,2623.522,2624.322,2577.252,2629.9,2633.65,2627.9,2102.14,2332.6218,-259.1802,,,
958,2602.662,2585.552,2618.252,2575.442,2638.1,2639.3,2623.575,2102.14,2342.3958,-260.2662,,,
959,2694.482,2605.112,2705.752,2595.342,2648.1,2644.1,2621.1,2102.14,2425.0338,-269.4482,True,,-269.4481999999998
960,2653.682,2681.072,2681.332,2649.172,2647.7,2647,2618.325,2102.14,2388.3138,-265.3682,,,
